fault_id|spn|fmi|oem_make|oem_code|controller|short_description|fault_family|detailed_technical_explanation|source_id|source_url|source_page|source_doc|fix_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
5461|108|3|Perkins||Engine ECU|Barometric pressure sensor circuit reads high (shorted to supply)|hde_ambient_pressure_sensor|SPN 108 (Barometric pressure sensor) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the ambient/barometric pressure sensor signal leaves its plausible window or the sensor circuit reads open, shorted or erratic. Typical causes are a failed sensor, corroded connector pins, chafed harness wiring, or a genuine underlying system condition the sensor is correctly reporting.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|51|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21481|Inspect and clean the ambient/barometric pressure sensor connector|1|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, bent terminals or moisture intrusion • 3. Apply dielectric grease, reseat the connector, clear codes and recheck live data
5461|108|3|Perkins||Engine ECU|Barometric pressure sensor circuit reads high (shorted to supply)|hde_ambient_pressure_sensor|SPN 108 (Barometric pressure sensor) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the ambient/barometric pressure sensor signal leaves its plausible window or the sensor circuit reads open, shorted or erratic. Typical causes are a failed sensor, corroded connector pins, chafed harness wiring, or a genuine underlying system condition the sensor is correctly reporting.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|51|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21482|Test the ambient/barometric pressure sensor signal, ground and reference circuits|2|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal, ground and 5V/8V reference pins at the ECU connector • 2. Check for opens, shorts to ground/battery and resistance in range • 3. Repair chafed or corroded wiring, reseal splices, clear codes
5461|108|3|Perkins||Engine ECU|Barometric pressure sensor circuit reads high (shorted to supply)|hde_ambient_pressure_sensor|SPN 108 (Barometric pressure sensor) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the ambient/barometric pressure sensor signal leaves its plausible window or the sensor circuit reads open, shorted or erratic. Typical causes are a failed sensor, corroded connector pins, chafed harness wiring, or a genuine underlying system condition the sensor is correctly reporting.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|51|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21483|Replace the ambient/barometric pressure sensor|3|Fleet technician|25.0|150.0|0.7|1. Confirm the sensor's live reading against a known-good reference (scan tool or hand-held meter) • 2. Remove and replace the sensor, torque per OEM spec • 3. Clear codes and verify the new reading tracks correctly
5461|108|3|Perkins||Engine ECU|Barometric pressure sensor circuit reads high (shorted to supply)|hde_ambient_pressure_sensor|SPN 108 (Barometric pressure sensor) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the ambient/barometric pressure sensor signal leaves its plausible window or the sensor circuit reads open, shorted or erratic. Typical causes are a failed sensor, corroded connector pins, chafed harness wiring, or a genuine underlying system condition the sensor is correctly reporting.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|51|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21484|Verify the underlying system condition the sensor is reporting|4|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
5526|2659|7|Perkins||Engine ECU|EGR flow does not match the expected temperature response (valve mechanically stuck or misadjusted)|hda_egr_cooler|SPN 2659 (EGR flow/temperature mismatch) with FMI 7 (Mechanical part not reacting or misadjusted) is set by the Engine ECU when the pressure differential across the EGR circuit (or the fresh-air temperature downstream of the EGR cooler) is implausible or high. A fouled or internally leaking EGR cooler, a plugged EGR orifice, or a genuine differential pressure sensor fault are the usual causes.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21733|Remove and thermally clean or replace the EGR cooler|1|Dealer / specialist|150.0|2200.0|3.5|1. Remove the EGR cooler from the exhaust and inspect the substrate for cracking or excessive ash cake • 2. Send for professional thermal/pneumatic cleaning (or replace if cracked or beyond cleaning spec) with a before/after weight or backpressure reading • 3. Reinstall with new gaskets/clamps, reset the ash/soot service counter with a service tool and clear codes
5526|2659|7|Perkins||Engine ECU|EGR flow does not match the expected temperature response (valve mechanically stuck or misadjusted)|hda_egr_cooler|SPN 2659 (EGR flow/temperature mismatch) with FMI 7 (Mechanical part not reacting or misadjusted) is set by the Engine ECU when the pressure differential across the EGR circuit (or the fresh-air temperature downstream of the EGR cooler) is implausible or high. A fouled or internally leaking EGR cooler, a plugged EGR orifice, or a genuine differential pressure sensor fault are the usual causes.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21734|Replace the differential pressure sensor and lines feeding the EGR cooler estimate|2|Fleet technician|60.0|220.0|1.0|1. Confirm the estimate tracks a known-bad or known-good differential pressure sensor reading before condemning the filter • 2. Replace the sensor and/or clear the pressure lines if plugged or swapped • 3. Clear codes and re-run the estimate through a duty cycle
5526|2659|7|Perkins||Engine ECU|EGR flow does not match the expected temperature response (valve mechanically stuck or misadjusted)|hda_egr_cooler|SPN 2659 (EGR flow/temperature mismatch) with FMI 7 (Mechanical part not reacting or misadjusted) is set by the Engine ECU when the pressure differential across the EGR circuit (or the fresh-air temperature downstream of the EGR cooler) is implausible or high. A fouled or internally leaking EGR cooler, a plugged EGR orifice, or a genuine differential pressure sensor fault are the usual causes.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21735|Run a parked (stationary) forced regeneration with a service tool|3|Fleet technician|0.0|0.0|1.0|1. Connect a J1939 service tool and confirm no active inhibits (low fuel, low DEF, open door/parking brake requirements per OEM) • 2. Command a parked regeneration and monitor DPF inlet temperature climbs into the regeneration window • 3. Let the cycle complete, then re-read the EGR cooler estimate and clear codes if it has dropped to normal
5526|2659|7|Perkins||Engine ECU|EGR flow does not match the expected temperature response (valve mechanically stuck or misadjusted)|hda_egr_cooler|SPN 2659 (EGR flow/temperature mismatch) with FMI 7 (Mechanical part not reacting or misadjusted) is set by the Engine ECU when the pressure differential across the EGR circuit (or the fresh-air temperature downstream of the EGR cooler) is implausible or high. A fouled or internally leaking EGR cooler, a plugged EGR orifice, or a genuine differential pressure sensor fault are the usual causes.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21736|Reset the EGR cooler service counter after filter service|4|Fleet technician|0.0|0.0|0.3|1. After a cleaned or replaced filter is reinstalled, connect a service tool • 2. Reset the ash/soot load counter to zero per the OEM procedure • 3. Clear codes and confirm the estimate starts climbing from zero on the next duty cycle
5591|3837|18|Perkins||Engine ECU|Parameter 3837: value reading moderately below the normal range|hde_unidentified_circuit_fault|SPN 3837 (Parameter 3837 (role not stated by the OEM tables)) is a Perkins-specific parameter with no plain-language description in the source OEM tables; FMI 18 (Moderately below normal range) reported by the Engine ECU indicates a circuit-type electrical fault (open, short or out-of-range voltage) on whatever sensor or actuator this parameter represents. Diagnose it as a wiring/connector fault using the OEM pin-out for this SPN rather than assuming a specific component.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21964|Replace the sensor or actuator on this circuit|1|Dealer / specialist|30.0|300.0|1.2|1. Identify the physical component tied to this manufacturer-specific parameter from the OEM wiring diagram or dealer tool • 2. Replace the component • 3. Clear codes and verify
5591|3837|18|Perkins||Engine ECU|Parameter 3837: value reading moderately below the normal range|hde_unidentified_circuit_fault|SPN 3837 (Parameter 3837 (role not stated by the OEM tables)) is a Perkins-specific parameter with no plain-language description in the source OEM tables; FMI 18 (Moderately below normal range) reported by the Engine ECU indicates a circuit-type electrical fault (open, short or out-of-range voltage) on whatever sensor or actuator this parameter represents. Diagnose it as a wiring/connector fault using the OEM pin-out for this SPN rather than assuming a specific component.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21965|Inspect and clean the connector for this parameter's circuit|2|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the connector serving this circuit (identify via the pin-out for this SPN in the OEM wiring diagram) • 2. Check pins for corrosion or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
5591|3837|18|Perkins||Engine ECU|Parameter 3837: value reading moderately below the normal range|hde_unidentified_circuit_fault|SPN 3837 (Parameter 3837 (role not stated by the OEM tables)) is a Perkins-specific parameter with no plain-language description in the source OEM tables; FMI 18 (Moderately below normal range) reported by the Engine ECU indicates a circuit-type electrical fault (open, short or out-of-range voltage) on whatever sensor or actuator this parameter represents. Diagnose it as a wiring/connector fault using the OEM pin-out for this SPN rather than assuming a specific component.|perkins_sebu8601|https://s7d2.scene7.com/is/content/Caterpillar/CM20260911-9f181-9e283|55|SEBU8601-07 1206E-E70TTA industrial engine OMM, Table 3 diagnostic codes|21966|Test the circuit for an open, short or out-of-range voltage|3|Fleet technician|5.0|70.0|1.3|1. Back-probe the affected pin(s) at the module connector • 2. Check for opens, shorts to ground/battery and correct reference voltage against the OEM wiring diagram • 3. Repair chafed or corroded wiring, clear codes
5656|705|5|WABCO||ABS/ESC|Pneumatic governor valve (3/2-way) circuit: open, current too low|hdb_auxiliary_output_solenoid_circuit|SPN 705 (Auxiliary I/O channel 5) with FMI 5 (Current too low; open circuit) is set by the ABS/ESC on a configurable auxiliary output driver -- wired at the factory to a differential lock, transfer case, trailer, or a general-purpose 3/2 valve solenoid -- when that output circuit reads shorted to voltage or ground, open, or does not match its parameter-set configuration. Diagnosis follows the wiring for whichever solenoid the output is assigned to on this vehicle.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|22|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|22208|Identify the assigned solenoid and inspect its connector|1|Fleet technician|0.0|15.0|0.5|1. Use the diagnostic tool to read which function (diff lock, transfer case, trailer, 3/2 valve) the output is configured for • 2. Locate and inspect that solenoid's connector for corrosion • 3. Clean, reconnect and clear codes
5656|705|5|WABCO||ABS/ESC|Pneumatic governor valve (3/2-way) circuit: open, current too low|hdb_auxiliary_output_solenoid_circuit|SPN 705 (Auxiliary I/O channel 5) with FMI 5 (Current too low; open circuit) is set by the ABS/ESC on a configurable auxiliary output driver -- wired at the factory to a differential lock, transfer case, trailer, or a general-purpose 3/2 valve solenoid -- when that output circuit reads shorted to voltage or ground, open, or does not match its parameter-set configuration. Diagnosis follows the wiring for whichever solenoid the output is assigned to on this vehicle.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|22|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|22209|Test the auxiliary output driver circuit for a short or open|2|Fleet technician|5.0|70.0|1.2|1. Back-probe the output pin at the ECU and measure resistance to the solenoid coil • 2. Check for a short to ground or voltage along the harness • 3. Repair the wiring and re-test
5656|705|5|WABCO||ABS/ESC|Pneumatic governor valve (3/2-way) circuit: open, current too low|hdb_auxiliary_output_solenoid_circuit|SPN 705 (Auxiliary I/O channel 5) with FMI 5 (Current too low; open circuit) is set by the ABS/ESC on a configurable auxiliary output driver -- wired at the factory to a differential lock, transfer case, trailer, or a general-purpose 3/2 valve solenoid -- when that output circuit reads shorted to voltage or ground, open, or does not match its parameter-set configuration. Diagnosis follows the wiring for whichever solenoid the output is assigned to on this vehicle.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|22|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|22210|Replace the assigned solenoid valve|3|Fleet technician|60.0|300.0|1.3|1. Tag and disconnect the air line and electrical connector • 2. Remove and replace the diff lock, transfer case, trailer or 3/2 valve solenoid • 3. Leak-check, clear codes and function-test
5656|705|5|WABCO||ABS/ESC|Pneumatic governor valve (3/2-way) circuit: open, current too low|hdb_auxiliary_output_solenoid_circuit|SPN 705 (Auxiliary I/O channel 5) with FMI 5 (Current too low; open circuit) is set by the ABS/ESC on a configurable auxiliary output driver -- wired at the factory to a differential lock, transfer case, trailer, or a general-purpose 3/2 valve solenoid -- when that output circuit reads shorted to voltage or ground, open, or does not match its parameter-set configuration. Diagnosis follows the wiring for whichever solenoid the output is assigned to on this vehicle.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|22|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|22211|Verify the auxiliary output's parameter assignment with a diagnostic tool|4|Dealer / specialist|0.0|150.0|0.8|1. Connect a dealer-level diagnostic tool and read the auxiliary output configuration • 2. Confirm it matches the solenoid actually wired on the truck • 3. Correct the parameter and clear codes
5721|791|12|WABCO|5+4|ABS/ESC|Wheel-speed sensor frequency too high; check for corroded or damaged wiring (drive axle left)|hdb_wheel_speed_sensor_circuit|SPN 791 (Wheel speed sensor, drive axle left) with FMI 12 (Smart device or component defective) is set by the ABS/ESC when a wheel-speed sensor circuit reads open, shorted to voltage or ground, or the sensor no longer reports as a valid device to the ECU. Typical causes are a broken or corroded sensor connector, a chafed harness near the axle or suspension travel, a failed sensor coil, or a wiring short at the ECU pin.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|98|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22515|Replace the wheel-speed sensor|1|Fleet technician|40.0|120.0|0.6|1. Remove the old sensor and clean the bore • 2. Fit the new sensor and set the air gap per spec • 3. Reconnect, clear codes and road-test
5721|791|12|WABCO|5+4|ABS/ESC|Wheel-speed sensor frequency too high; check for corroded or damaged wiring (drive axle left)|hdb_wheel_speed_sensor_circuit|SPN 791 (Wheel speed sensor, drive axle left) with FMI 12 (Smart device or component defective) is set by the ABS/ESC when a wheel-speed sensor circuit reads open, shorted to voltage or ground, or the sensor no longer reports as a valid device to the ECU. Typical causes are a broken or corroded sensor connector, a chafed harness near the axle or suspension travel, a failed sensor coil, or a wiring short at the ECU pin.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|98|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22516|Replace the sensor pigtail/extension harness|2|Fleet technician|20.0|90.0|0.8|1. Disconnect the failed pigtail at the sensor and at the chassis harness • 2. Route and secure the new pigtail away from moving parts • 3. Reconnect, clear codes and verify a clean speed trace
5721|791|12|WABCO|5+4|ABS/ESC|Wheel-speed sensor frequency too high; check for corroded or damaged wiring (drive axle left)|hdb_wheel_speed_sensor_circuit|SPN 791 (Wheel speed sensor, drive axle left) with FMI 12 (Smart device or component defective) is set by the ABS/ESC when a wheel-speed sensor circuit reads open, shorted to voltage or ground, or the sensor no longer reports as a valid device to the ECU. Typical causes are a broken or corroded sensor connector, a chafed harness near the axle or suspension travel, a failed sensor coil, or a wiring short at the ECU pin.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|98|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22517|Clear codes and confirm the fault does not return|3|Fleet technician|0.0|0.0|0.3|1. Clear stored and active codes with a diagnostic tool • 2. Road-test through a speed range • 3. Re-scan to confirm the SPN/FMI has not reset
5721|791|12|WABCO|5+4|ABS/ESC|Wheel-speed sensor frequency too high; check for corroded or damaged wiring (drive axle left)|hdb_wheel_speed_sensor_circuit|SPN 791 (Wheel speed sensor, drive axle left) with FMI 12 (Smart device or component defective) is set by the ABS/ESC when a wheel-speed sensor circuit reads open, shorted to voltage or ground, or the sensor no longer reports as a valid device to the ECU. Typical causes are a broken or corroded sensor connector, a chafed harness near the axle or suspension travel, a failed sensor coil, or a wiring short at the ECU pin.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|98|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22518|Inspect and clean the wheel-speed sensor connector|4|Fleet technician|0.0|15.0|0.4|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, moisture and spread terminals • 3. Clean, apply dielectric grease, reconnect and clear codes
5721|791|12|WABCO|5+4|ABS/ESC|Wheel-speed sensor frequency too high; check for corroded or damaged wiring (drive axle left)|hdb_wheel_speed_sensor_circuit|SPN 791 (Wheel speed sensor, drive axle left) with FMI 12 (Smart device or component defective) is set by the ABS/ESC when a wheel-speed sensor circuit reads open, shorted to voltage or ground, or the sensor no longer reports as a valid device to the ECU. Typical causes are a broken or corroded sensor connector, a chafed harness near the axle or suspension travel, a failed sensor coil, or a wiring short at the ECU pin.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|98|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22519|Trace and repair the sensor wiring harness|5|Fleet technician|5.0|75.0|1.0|1. Back-probe the sensor pins at the ECU and measure coil resistance • 2. Follow the harness to the axle looking for chafe points and pinches • 3. Repair or splice the damaged run, reseal and re-test
5786|794|11|WABCO|5+5|ABS/ESC|Abnormal wheel-speed signal; check sensor spring clip and mounting block (additional axle right)|hdb_wheel_speed_signal_erratic|SPN 794 (Wheel speed sensor, additional axle right) with FMI 11 (Fault detected, cause undetermined) is set by the ABS/ESC when a wheel-speed signal is plausible in amplitude but behaves erratically -- chattering, jumping, arriving at the wrong update rate, or disagreeing with the other wheels on the axle, including a sensor pair wired in reverse or an output too low at drive-off. Typical causes are a damaged or debris-packed tone ring, a loose sensor, mismatched tire sizes on an axle, or a mis-wired sensor after a service.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|104|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22829|Verify matched tire sizes and pressures across the axle|1|Driver check|0.0|0.0|0.3|1. Measure rolling circumference or check size/load ratings on each tire of the axle • 2. Correct pressure to spec on all positions • 3. Note any mismatched tire for replacement
5786|794|11|WABCO|5+5|ABS/ESC|Abnormal wheel-speed signal; check sensor spring clip and mounting block (additional axle right)|hdb_wheel_speed_signal_erratic|SPN 794 (Wheel speed sensor, additional axle right) with FMI 11 (Fault detected, cause undetermined) is set by the ABS/ESC when a wheel-speed signal is plausible in amplitude but behaves erratically -- chattering, jumping, arriving at the wrong update rate, or disagreeing with the other wheels on the axle, including a sensor pair wired in reverse or an output too low at drive-off. Typical causes are a damaged or debris-packed tone ring, a loose sensor, mismatched tire sizes on an axle, or a mis-wired sensor after a service.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|104|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22830|Replace a worn or damaged tone ring|2|Fleet technician|60.0|220.0|1.5|1. Access and remove the damaged tone ring • 2. Press on the replacement ring • 3. Reassemble, set the air gap and road-test
5786|794|11|WABCO|5+5|ABS/ESC|Abnormal wheel-speed signal; check sensor spring clip and mounting block (additional axle right)|hdb_wheel_speed_signal_erratic|SPN 794 (Wheel speed sensor, additional axle right) with FMI 11 (Fault detected, cause undetermined) is set by the ABS/ESC when a wheel-speed signal is plausible in amplitude but behaves erratically -- chattering, jumping, arriving at the wrong update rate, or disagreeing with the other wheels on the axle, including a sensor pair wired in reverse or an output too low at drive-off. Typical causes are a damaged or debris-packed tone ring, a loose sensor, mismatched tire sizes on an axle, or a mis-wired sensor after a service.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|104|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22831|Verify wheel-speed sensor wiring matches the correct wheel position|3|Fleet technician|0.0|0.0|0.5|1. Confirm each sensor connector is routed to its labeled ECU pin • 2. Correct any swapped or reversed left/right connections • 3. Clear codes and road-test
5786|794|11|WABCO|5+5|ABS/ESC|Abnormal wheel-speed signal; check sensor spring clip and mounting block (additional axle right)|hdb_wheel_speed_signal_erratic|SPN 794 (Wheel speed sensor, additional axle right) with FMI 11 (Fault detected, cause undetermined) is set by the ABS/ESC when a wheel-speed signal is plausible in amplitude but behaves erratically -- chattering, jumping, arriving at the wrong update rate, or disagreeing with the other wheels on the axle, including a sensor pair wired in reverse or an output too low at drive-off. Typical causes are a damaged or debris-packed tone ring, a loose sensor, mismatched tire sizes on an axle, or a mis-wired sensor after a service.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|104|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22832|Clean the tone ring and check sensor mounting security|4|Fleet technician|0.0|40.0|0.8|1. Remove debris and metal fines from the tone ring teeth • 2. Confirm the sensor is fully seated and not vibrating loose • 3. Clear codes and road-test through a speed range
5786|794|11|WABCO|5+5|ABS/ESC|Abnormal wheel-speed signal; check sensor spring clip and mounting block (additional axle right)|hdb_wheel_speed_signal_erratic|SPN 794 (Wheel speed sensor, additional axle right) with FMI 11 (Fault detected, cause undetermined) is set by the ABS/ESC when a wheel-speed signal is plausible in amplitude but behaves erratically -- chattering, jumping, arriving at the wrong update rate, or disagreeing with the other wheels on the axle, including a sensor pair wired in reverse or an output too low at drive-off. Typical causes are a damaged or debris-packed tone ring, a loose sensor, mismatched tire sizes on an axle, or a mis-wired sensor after a service.|wabco_mm0112|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM0112_web.pdf|104|MM0112 ABS/ESC E-version maintenance manual (05.2020)|22833|Replace a mismatched tire so the axle set matches|5|Fleet technician|400.0|900.0|1.5|1. Identify the tire(s) that do not match the axle set • 2. Replace with a correctly sized/matched tire • 3. Re-verify sizes and pressures, then clear codes
5851|1068|13|WABCO||ABS/ESC|Brake demand sensor, secondary circuit: FBV wiring fault (interruption or short) suspected|hdb_brake_demand_sensor_circuit|SPN 1068 (Brake demand sensor, secondary circuit) with FMI 13 (Calibration data outside limits) is set by the ABS/ESC when the dual-channel brake demand (foot/treadle valve) sensor that reports how hard the driver is braking reads an implausible offset, an open primary or secondary circuit, or has not completed its calibration. This is the sensor at the brake pedal or treadle valve, not a wheel sensor.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|33|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|23085|Run the treadle sensor calibration/learn procedure with a diagnostic tool|1|Dealer / specialist|0.0|100.0|0.5|1. Connect the dealer diagnostic tool • 2. Follow the prompted pedal-travel calibration sequence • 3. Verify both channels track together and clear codes
5851|1068|13|WABCO||ABS/ESC|Brake demand sensor, secondary circuit: FBV wiring fault (interruption or short) suspected|hdb_brake_demand_sensor_circuit|SPN 1068 (Brake demand sensor, secondary circuit) with FMI 13 (Calibration data outside limits) is set by the ABS/ESC when the dual-channel brake demand (foot/treadle valve) sensor that reports how hard the driver is braking reads an implausible offset, an open primary or secondary circuit, or has not completed its calibration. This is the sensor at the brake pedal or treadle valve, not a wheel sensor.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|33|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|23086|Replace the brake demand (treadle valve) sensor|2|Fleet technician|80.0|250.0|1.0|1. Remove the treadle valve/pedal sensor assembly • 2. Install the replacement sensor and reconnect the harness • 3. Clear codes and run the calibration procedure
5851|1068|13|WABCO||ABS/ESC|Brake demand sensor, secondary circuit: FBV wiring fault (interruption or short) suspected|hdb_brake_demand_sensor_circuit|SPN 1068 (Brake demand sensor, secondary circuit) with FMI 13 (Calibration data outside limits) is set by the ABS/ESC when the dual-channel brake demand (foot/treadle valve) sensor that reports how hard the driver is braking reads an implausible offset, an open primary or secondary circuit, or has not completed its calibration. This is the sensor at the brake pedal or treadle valve, not a wheel sensor.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|33|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|23087|Inspect and clean the treadle valve sensor connector|3|Fleet technician|0.0|15.0|0.4|1. Key off, unplug the treadle valve sensor connector • 2. Check pins for corrosion and spread terminals • 3. Clean, reconnect and clear codes
5851|1068|13|WABCO||ABS/ESC|Brake demand sensor, secondary circuit: FBV wiring fault (interruption or short) suspected|hdb_brake_demand_sensor_circuit|SPN 1068 (Brake demand sensor, secondary circuit) with FMI 13 (Calibration data outside limits) is set by the ABS/ESC when the dual-channel brake demand (foot/treadle valve) sensor that reports how hard the driver is braking reads an implausible offset, an open primary or secondary circuit, or has not completed its calibration. This is the sensor at the brake pedal or treadle valve, not a wheel sensor.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|33|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|23088|Test the primary and secondary sensor circuits for continuity|4|Fleet technician|5.0|70.0|1.2|1. Back-probe the primary and secondary signal pins at the ECU • 2. Check continuity and reference voltage on each channel • 3. Repair the harness and re-test
5916|520247|31|WABCO||ABS/ESC|Steering angle parameter external timeout fault: routine timed out during EOL execution|hdb_esc_configuration_end_of_line|SPN 520247 (Steering angle parameter external timeout fault) with FMI 31 (Fault present; no further detail) is set by the ABS/ESC when the vehicle's end-of-line (EOL) configuration -- the number and type of wheel-speed sensors and modulators, the ESC enable/disable setting, or a steering-angle learning parameter -- no longer matches what is wired on the truck. This follows a component swap, an ECU replacement, or a parameter reset and needs a dealer-level diagnostic tool, not a parts fix.|wabco_mm1719|https://www.zf.com/products/media/automotive/cv/literature_downloads_wna/truck_solutions/abs_maintenance_manuals_/MM1719_web.pdf|39|MM1719 mBSP ABS/ESC maintenance manual (08.2018)|23341|Confirm the ECU part number matches the vehicle's axle and sensor count|1|Dealer / specialist|0.0|0.0|0.5|1. Record the ECU part number and the vehicle's actual axle/sensor/modulator layout • 2. Cross-check against the OEM part-number table or contact the vehicle OEM • 3. Order the correct ECU if mismatched
